words,FED_18_C.txt,FED_19_C.txt,FED_20_C.txt,FED_49_D.txt,FED_50_D.txt,FED_51_D.txt,FED_52_D.txt,FED_53_D.txt,FED_54_D.txt,FED_55_D.txt,FED_56_D.txt,FED_57_D.txt,FED_58_D.txt,FED_62_D.txt,FED_63_D.txt,FED_11_H.txt,FED_12_H.txt,FED_13_H.txt,FED_15_H.txt,FED_16_H.txt,FED_17_H.txt,FED_1_H.txt,FED_21_H.txt,FED_22_H.txt,FED_23_H.txt,FED_24_H.txt,FED_25_H.txt,FED_26_H.txt,FED_27_H.txt,FED_28_H.txt,FED_29_H.txt,FED_30_H.txt,FED_31_H.txt,FED_32_H.txt,FED_33_H.txt,FED_34_H.txt,FED_35_H.txt,FED_36_H.txt,FED_59_H.txt,FED_60_H.txt,FED_61_H.txt,FED_65_H.txt,FED_66_H.txt,FED_67_H.txt,FED_68_H.txt,FED_69_H.txt,FED_6_H.txt,FED_70_H.txt,FED_71_H.txt,FED_72_H.txt,FED_73_H.txt,FED_74_H.txt,FED_75_H.txt,FED_76_H.txt,FED_77_H.txt,FED_78_H.txt,FED_79_H.txt,FED_7_H.txt,FED_80_H.txt,FED_81_H.txt,FED_82_H.txt,FED_83_H.txt,FED_84_H.txt,FED_85_H.txt,FED_8_H.txt,FED_9_H.txt,FED_2_J.txt,FED_3_J.txt,FED_4_J.txt,FED_5_J.txt,FED_64_J.txt,FED_10_M.txt,FED_14_M.txt,FED_37_M.txt,FED_38_M.txt,FED_39_M.txt,FED_40_M.txt,FED_41_M.txt,FED_42_M.txt,FED_43_M.txt,FED_44_M.txt,FED_45_M.txt,FED_46_M.txt,FED_47_M.txt,FED_48_M.txt
mild,0.0,0.0,0.0006565988181221273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004623208506703652,0.0,0.0003237293622531564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004506534474988734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005980861244019139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003589375448671931,0.0,0.0,0.0,0.0,0.0,0.0
ministers,0.0,0.0,0.0006565988181221273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039952057530962844,0.0,0.0,0.0003237293622531564,0.0004897159647404506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006035003017501509,0.0,0.00066711140760507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004336513443191674,0.0005053057099545225,0.0,0.0,0.0,0.0008130081300813008,0.0005102040816326531,0.0,0.0,0.00023820867079561695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043196544276457883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014357501794687725,0.0,0.0,0.0,0.0,0.0,0.0
invariably,0.0,0.0,0.0,0.0,0.0009000900090009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004904364884747426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005980861244019139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003816793893129771,0.0,0.0
consists,0.0,0.0,0.0006565988181221273,0.0,0.0,0.001041124414367517,0.0,0.0,0.0,0.0004894762604013706,0.0,0.0,0.0,0.0,0.00032862306933946765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006222775357809583,0.0,0.0,0.0,0.0006702412868632708,0.0,0.0,0.0004428697962798937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000333555703802535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004336513443191674,0.0005053057099545225,0.0,0.0,0.0,0.0,0.0,0.0,0.00017117425539198904,0.0,0.0,0.0,0.0,0.0,0.0,0.0012224938875305623,0.0,0.0,0.00033288948069241014,0.0,0.0,0.0,0.00038255547054322876,0.0,0.0,0.0003589375448671931,0.0002904443799012489,0.0006882312456985547,0.00047058823529411766,0.0,0.0,0.0
follow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004987531172069825,0.0004894762604013706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000554016620498615,0.0,0.0,0.0004187604690117253,0.0,0.0,0.00044662795891022776,0.0,0.0,0.0,0.0005903187721369539,0.0,0.0,0.0003645643456069996,0.0005211047420531526,0.0,0.0,0.0004940711462450593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004219409282700422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008130081300813008,0.00025510204081632655,0.0,0.0,0.00023820867079561695,0.0,0.0,0.0,0.0,0.0006906077348066298,0.0,0.0,0.00043196544276457883,0.0,0.0,0.0,0.0003007518796992481,0.0,0.00033003300330033004,0.0002810567734682406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abundant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002808988764044944,0.0,0.0,0.0005022601707684581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004506534474988734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004892367906066536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007423904974016332,0.0,0.0,0.0,0.0,0.0003007518796992481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
integrity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004409171075837742,0.0,0.0,0.0,0.0,0.0,0.0011435105774728416,0.0,0.0004219409282700422,0.0,0.000513347022587269,0.0008673026886383347,0.0,0.0006523157208088715,0.0,0.0,0.0,0.00025510204081632655,0.0,0.00017117425539198904,0.0,0.00036845983787767134,0.0,0.0,0.0005980861244019139,0.0,0.0,0.0,0.0012958963282937365,0.00033288948069241014,0.0,0.0,0.0003007518796992481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reasoning,0.0,0.0,0.0,0.0006045949214026602,0.0009000900090009,0.0,0.0,0.0,0.000997506234413965,0.0009789525208027412,0.0006353240152477764,0.0,0.0,0.0,0.0006572461386789353,0.0,0.0,0.0,0.0003237293622531564,0.0004897159647404506,0.0006361323155216285,0.0,0.0,0.0,0.00110803324099723,0.0,0.0,0.0,0.0,0.0006222775357809583,0.0,0.0005070993914807302,0.0011507479861910242,0.0013404825737265416,0.0,0.0,0.0,0.0007291286912139992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004219409282700422,0.0,0.0,0.0008673026886383347,0.0,0.0,0.0,0.0,0.0004065040650406504,0.00025510204081632655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006906077348066298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002810567734682406,0.0,0.0002904443799012489,0.0,0.0,0.0,0.0,0.0
causes,0.0,0.0004873294346978557,0.0006565988181221273,0.0,0.0,0.0,0.0,0.0004608294930875576,0.0,0.0,0.0,0.00045187528242205153,0.00047778308647873863,0.0,0.0006572461386789353,0.00039952057530962844,0.0,0.001034126163391934,0.0003237293622531564,0.0004897159647404506,0.0006361323155216285,0.0006188118811881188,0.0004997501249375312,0.0,0.0,0.0,0.0,0.0,0.0006858710562414266,0.0,0.0,0.0,0.0,0.0,0.0,0.0004506534474988734,0.0004428697962798937,0.0,0.0,0.0004438526409232135,0.0,0.0,0.0004409171075837742,0.0,0.0,0.0,0.000980872976949485,0.00032102728731942215,0.0,0.0004892367906066536,0.0,0.0009950248756218905,0.0,0.0,0.0,0.0,0.0,0.0017338534893801473,0.0032520325203252032,0.003826530612244898,0.005806451612903226,0.003937007874015748,0.0,0.0,0.0009713453132588635,0.0,0.0,0.0055248618784530384,0.0024449877750611247,0.0007423904974016332,0.0,0.0019973368841544607,0.0,0.0003679175864606328,0.0,0.0,0.0,0.0002810567734682406,0.0,0.0,0.0,0.00047058823529411766,0.0003816793893129771,0.0,0.0
discern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006353240152477764,0.00045187528242205153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044662795891022776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004940711462450593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017117425539198904,0.0,0.00036845983787767134,0.0,0.0,0.0,0.0,0.0,0.0007423904974016332,0.00043196544276457883,0.00033288948069241014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whose,0.0,0.0004873294346978557,0.0006565988181221273,0.0006045949214026602,0.0,0.0005205622071837585,0.0010804970286331713,0.0004608294930875576,0.0,0.0009789525208027412,0.0006353240152477764,0.00045187528242205153,0.0,0.000836470096194061,0.00032862306933946765,0.0,0.0,0.0,0.0003237293622531564,0.0,0.0006361323155216285,0.0,0.0,0.0,0.000554016620498615,0.0,0.0005022601707684581,0.0,0.0,0.0006222775357809583,0.00044662795891022776,0.0,0.0,0.0,0.0011806375442739079,0.0,0.001771479185119575,0.0003645643456069996,0.0005211047420531526,0.0,0.0,0.0009881422924901185,0.0008818342151675485,0.003621001810500905,0.0006622516556291391,0.00066711140760507,0.000980872976949485,0.0016051364365971107,0.0,0.0004892367906066536,0.0004219409282700422,0.0,0.000513347022587269,0.0008673026886383347,0.0005053057099545225,0.0009784735812133072,0.0,0.0013003901170351106,0.0,0.0,0.0,0.00017117425539198904,0.00023820867079561695,0.0,0.0,0.0,0.0005980861244019139,0.0006906077348066298,0.0006112469437652812,0.0,0.00043196544276457883,0.0016644474034620505,0.00046598322460391424,0.0,0.0006015037593984962,0.0,0.0006600660066006601,0.0,0.0003589375448671931,0.0,0.00034411562284927734,0.0009411764705882353,0.0,0.00036429872495446266,0.0
votes,0.000946521533364884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024937655860349127,0.0,0.0,0.00045187528242205153,0.0009555661729574773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011235955056179776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001771479185119575,0.0,0.0,0.0,0.0006557377049180328,0.0,0.0,0.0,0.0033112582781456954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005053057099545225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005015045135406219,0.0,0.0,0.0,0.0,0.0008639308855291577,0.0,0.0,0.0,0.0,0.0007651109410864575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
effectually,0.000473260766682442,0.0,0.0,0.0,0.0,0.0,0.0005402485143165856,0.0004608294930875576,0.0,0.0,0.0,0.0,0.0,0.0,0.00032862306933946765,0.0,0.0,0.0,0.0,0.0,0.0006361323155216285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004428697962798937,0.0003645643456069996,0.0,0.0004438526409232135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005053057099545225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005015045135406219,0.0,0.0006906077348066298,0.0006112469437652812,0.0,0.0,0.00033288948069241014,0.0,0.0,0.0,0.0,0.00033003300330033004,0.0005621135469364812,0.0,0.0,0.0,0.0,0.0,0.00036429872495446266,0.0010712372790573112
unanimity,0.0,0.0,0.0013131976362442547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032862306933946765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002808988764044944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000513347022587269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007423904974016332,0.0,0.0,0.0,0.0003679175864606328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
promote,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004623208506703652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001328609388839681,0.0,0.0,0.000887705281846427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032102728731942215,0.0,0.0009784735812133072,0.0,0.0,0.0,0.0004336513443191674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017117425539198904,0.0,0.0,0.0,0.0005015045135406219,0.0005980861244019139,0.0,0.0006112469437652812,0.0007423904974016332,0.0012958963282937365,0.0,0.00046598322460391424,0.0,0.0,0.0,0.0,0.0,0.0,0.0002904443799012489,0.0,0.0,0.0,0.0,0.0
send,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004428697962798937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006906077348066298,0.0,0.0,0.0,0.0,0.00046598322460391424,0.0,0.0,0.0,0.0,0.0,0.0010768126346015793,0.0,0.0,0.0,0.0,0.0,0.0
